Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Update me on Supply Chain Content,Get updates on DM Content,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Engagement_Score,Visit_Category,High_Engagement_Time,Contact_Restricted
Landing Page Submission,Direct Traffic,0,0,0,3.0,1353,3.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,0,0,Other Metro Cities,03.Low,02.Medium,10.0,16.0,0,1,Email Opened,0.311909999371504,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,682,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.15954580688412628,Low (1-2),1,0
Landing Page Submission,Google,0,0,1,5.0,1826,2.5,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.4165527517650263,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,1,0,0,2.0,125,2.0,Other,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Other,0.03702050991976201,Low (1-2),0,1
API,Organic Search,0,0,0,4.0,956,1.33,SMS Sent,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.2198066693901494,Medium (3-10),1,0
API,Google,0,0,1,3.0,815,1.5,SMS Sent,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.18820705801018164,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,5.0,1411,5.0,SMS Sent,India,Finance Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.33419227787903544,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,7.0,1010,2.33,SMS Sent,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.23882810110405797,Medium (3-10),1,0
Landing Page Submission,Organic Search,0,0,0,3.0,1174,3.0,Converted to Lead,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Other Cities,Unknown,Unknown,14.0,16.0,0,1,Modified,0.27253472440450005,Medium (3-10),1,0
API,Google,0,0,0,3.0,100,1.5,Email Opened,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.030925931745333417,Medium (3-10),0,0
Lead Add Form,Google,0,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.0,Low (1-2),0,0
Lead Add Form,Reference,0,0,1,3.0,1678,3.0,Email Opened,Unknown,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.38340142040098046,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,7.0,1164,7.0,SMS Sent,India,Travel and Tourism,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.2893826074204429,Medium (3-10),1,0
API,Google,0,0,1,2.0,139,2.0,SMS Sent,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.04010014036410869,Low (1-2),0,0
Landing Page Submission,Direct Traffic,1,0,0,1.0,296,1.0,Email Bounced,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.06987409129952024,Low (1-2),0,1
API,Google,0,0,1,3.0,1510,3.0,Email Opened,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.3464458550688203,Medium (3-10),1,0
Lead Add Form,Reference,0,0,1,0.0,0,0.0,SMS Sent,Unknown,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.0,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,1,8.0,1255,8.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,15.0,20.0,0,1,Email Opened,0.3141621100706011,Medium (3-10),1,0
API,Organic Search,0,0,0,4.0,153,4.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.05270358033226488,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,4.0,231,4.0,Other,Other,Operations Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,1,Modified,0.06986152137933924,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,1,4.0,1502,2.0,SMS Sent,India,Business Administration,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.34230511386252693,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,4.0,308,4.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.08679948882324598,Medium (3-10),0,0
API,Organic Search,0,0,1,7.0,1237,7.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.30544068045167916,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,4.0,347,4.0,Email Opened,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Cities of Maharashtra,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.09537845934678316,Medium (3-10),1,0
API,Olark Chat,0,0,1,0.0,0,0.0,Other,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.0,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,1,4.0,391,4.0,Page Visited on Website,India,Other,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,1,Modified,0.10505729788615842,Medium (3-10),1,0
API,Google,0,0,1,2.0,1310,1.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.294117801101963,Low (1-2),1,0
API,Organic Search,0,0,1,2.0,253,2.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.06517713112521735,Low (1-2),0,0
Landing Page Submission,Organic Search,0,0,0,6.0,115,6.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.053868392935704855,Medium (3-10),0,0
Landing Page Submission,Google,0,0,0,5.0,421,2.5,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.10748983931452036,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,4.0,1388,4.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.32437098024427546,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,7.0,1398,3.5,SMS Sent,India,Media and Advertising,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.32835643056166597,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,5.0,235,5.0,SMS Sent,India,Operations Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Tier II Cities,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.07550332055391448,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,1,2.0,1007,2.0,SMS Sent,India,Human Resource Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.23103722791360273,Low (1-2),1,0
Landing Page Submission,Direct Traffic,0,0,1,6.0,1399,6.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.33631449940292873,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,3.0,1383,3.0,SMS Sent,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.3185092074665326,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,3.0,325,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.08577713531519075,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,1,4.0,1005,1.33,SMS Sent,India,Business Administration,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.23058537594536277,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,5.0,803,2.5,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.19151975572455116,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,2.0,1321,2.0,Email Opened,India,Human Resource Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.30010893930823535,Low (1-2),1,0
API,Direct Traffic,0,0,0,5.0,1533,2.5,Email Opened,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.3521004860369137,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,2.0,41,2.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.01854272725368194,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,1,4.0,128,4.0,SMS Sent,India,Supply Chain Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.04720424025307439,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,1,0,0,3.0,231,3.0,SMS Sent,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.06509961661743448,Medium (3-10),0,1
Landing Page Submission,Google,0,0,1,4.0,1115,4.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.2643181865795152,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,5.0,91,2.5,Olark Chat Conversation,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Other,0.03489855026920579,Medium (3-10),0,0
Landing Page Submission,Google,0,0,1,4.0,1148,4.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.2715773154840467,Medium (3-10),1,0
API,Google,0,0,1,2.0,916,2.0,Email Opened,India,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Cities,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.21101963002534932,Low (1-2),1,0
Landing Page Submission,Google,0,0,1,5.0,1436,5.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.33969161795822594,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,4.0,913,4.0,Email Opened,India,Other,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.21988351873965603,Medium (3-10),1,0
API,Olark Chat,0,0,1,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.0,Low (1-2),0,0
API,Google,1,0,0,2.0,56,2.0,Email Bounced,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.021842331301196238,Low (1-2),0,1
Landing Page Submission,Google,0,0,0,5.0,497,5.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.1331364045838309,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,4.0,1192,4.0,SMS Sent,India,Finance Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Cities,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.2812561540234219,Medium (3-10),1,0
API,Olark Chat,1,0,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.0,Low (1-2),0,1
Landing Page Submission,Direct Traffic,0,0,0,3.0,458,3.0,Email Opened,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.11503362453648419,Medium (3-10),1,0
API,Google,0,0,0,13.0,58,2.6,Olark Chat Conversation,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Other,0.037520373745626716,High (11+),0,0
API,Google,1,0,0,7.0,212,1.75,Page Visited on Website,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Page Visited on Website,0.06121773720486875,Medium (3-10),0,1
Lead Add Form,Reference,0,0,1,0.0,0,0.0,Email Opened,Unknown,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.0,Low (1-2),0,0
API,Olark Chat,0,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.0,Low (1-2),0,0
Lead Add Form,Reference,0,0,1,3.0,1076,1.0,Other,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,1,Modified,0.2438344541512161,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,4.0,395,2.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.09879433515597176,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,4.0,770,4.0,SMS Sent,Unknown,Marketing Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.18842729348668638,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,11.0,78,5.5,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.04989603628516959,High (11+),0,0
Landing Page Submission,Google,0,0,1,2.0,1236,2.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.28141118303898766,Low (1-2),1,0
Landing Page Submission,Direct Traffic,0,0,0,8.0,1677,2.0,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Thane & Outskirts,02.Medium,01.High,15.0,17.0,0,1,Modified,0.3855623991787652,Medium (3-10),1,0
Landing Page Submission,Organic Search,0,0,1,6.0,246,6.0,Email Opened,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.08268493495066306,Medium (3-10),0,0
Lead Add Form,Reference,0,0,1,3.0,1672,2.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.3785101502105461,Medium (3-10),1,0
API,Google,0,0,1,2.0,693,1.0,SMS Sent,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.1583940879475415,Low (1-2),1,0
Lead Add Form,Reference,0,0,1,3.0,1464,2.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.3327556407516812,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,12.0,150,3.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.05799604047514298,High (11+),0,0
API,Google,0,0,0,2.0,1273,2.0,Page Visited on Website,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.2895502063561896,Low (1-2),1,0
API,Google,0,0,0,2.0,102,2.0,SMS Sent,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.031961117046906753,Low (1-2),0,0
Landing Page Submission,Google,0,0,0,3.0,256,3.0,Other,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.07059895669662498,Medium (3-10),0,0
API,Olark Chat,0,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.0,Low (1-2),0,0
API,Google,0,0,0,4.0,452,1.33,Olark Chat Conversation,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.10893997339366895,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,3.0,350,3.0,Olark Chat Conversation,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.09127647539438125,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,9.0,165,4.5,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.06308135880837157,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,47,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.01986256887268766,Low (1-2),0,0
API,Google,0,0,0,3.0,53,1.5,SMS Sent,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.020587172396455283,Medium (3-10),0,0
API,Google,0,0,0,2.0,170,2.0,Email Link Clicked,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Other,0.046919322062304904,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,1,3.0,1742,3.0,Email Opened,Other,Finance Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.39747973100370815,Medium (3-10),1,0
API,Google,1,0,1,3.0,1040,3.0,SMS Sent,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.24305826158003893,Medium (3-10),1,1
API,Google,0,0,1,2.0,30,2.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.01612301761883812,Low (1-2),0,0
Landing Page Submission,Google,0,0,1,4.0,827,4.0,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.2009657888672407,Medium (3-10),1,0
Landing Page Submission,Google,1,0,1,6.0,1668,6.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.3954873986550185,Medium (3-10),1,1
Landing Page Submission,Google,0,0,1,2.0,1795,2.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.4043764272096872,Low (1-2),1,0
Landing Page Submission,Google,0,0,1,12.0,1117,2.4,Page Visited on Website,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Mumbai,01.High,01.High,17.0,18.0,0,1,Modified,0.26856765759537427,High (11+),1,0
Landing Page Submission,Google,0,0,1,2.0,1542,2.0,Email Opened,India,Marketing Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.34872310560827935,Low (1-2),1,0
Landing Page Submission,Google,0,0,0,6.0,262,6.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.08620451260134498,Medium (3-10),0,0
Landing Page Submission,Google,1,0,0,2.0,1016,2.0,Email Bounced,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.23301699034211132,Low (1-2),1,1
API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Media and Advertising,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.0,Low (1-2),0,0
API,Google,0,0,1,3.0,130,3.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.04288228269750487,Medium (3-10),0,0
API,Google,0,0,1,6.0,1094,2.0,SMS Sent,India,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.2549368361510904,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,2.0,336,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.08343494018812982,Low (1-2),0,0
Landing Page Submission,Google,0,0,0,3.0,234,3.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.06575953742693734,Medium (3-10),0,0
Landing Page Submission,Google,0,0,0,2.0,31,2.0,SMS Sent,India,Human Resource Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Cities,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.01634299122200574,Low (1-2),0,0
API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.0,Low (1-2),0,0
